"id","gl_id","label","datering_start","datering_slut","periode","materiale","keywords","beskrivelse","getty","getty_match","getty_label","fish","sortering"
"dime.find.tool.lamp","ny","Lampe",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300037592","exact match","lamps (lighting devices)",,NULL
"dime.find.tool.lead_seal","dime.find.subtype.tool.writing.seal","Plombe","1067","1950","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300028877","exact match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative","ny","Plombe, forvaltning","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.duty","ny","Plombe, told","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.railway","ny","Plombe, jernbane","1800","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.administrative.tax","ny","Plombe, skat","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods",,"Plombe, handelsvare","1067","1950","dime.period.historic","dime.material.lead","løsgods",,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.agricultural","ny","Plombe, foderstof, såsæd el. gødning","1067","1950","dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.cloth","dime.find.subtype.tool.textile.cloth-seal","Plombe, klæde","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.flour","ny","Plombe, mel","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lead_seal.goods.salt","ny","Plombe, salt","1067","1950","dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300028877","close match","SEALS (ARTIFACTS)",,NULL
"dime.find.tool.lock","dime.find.subtype.tool.house.lock","Lås",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300033407","close match","LOCKS (SECURING DEVICES)",,NULL
"dime.find.tool.lock.key","dime.find.subtype.tool.house.key","Nøgle til lås",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300033579","exact match","KEYS (HARDWARE)",,NULL
"dime.find.tool.matrix","dime.find.subtype.tool.work-matrix","Matrice",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300266816","close match","matrices (copper molds)",,NULL
"dime.find.tool.model","ny","Støbemodel",,,"dime.period.undated","dime.material.unknown",,,,"bum bum dont know",,,NULL
"dime.find.tool.mold","dime.find.subtype.metal.mold","Støbeform",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300422800","exact match","CASTING MOLD",,NULL
"dime.find.tool.nail","dime.find.subtype.tool.work.rivet","Nagle",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300033565","close match","nails (fasteners)",,NULL
"dime.find.tool.nail.clincker_nail","ny","Klinkplade",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300036425","close match","rivets",,NULL
"dime.find.tool.nail.clincker_plate","ny","Klinknagle",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300036425","close match","rivets",,NULL
"dime.find.tool.ordinary_nail","dime.find.subtype.tool.work.nail","Søm",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300033565","exact match","NAILS (FASTENERS)",,NULL
"dime.find.tool.patrice","ny","Patrice",,,"dime.period.undated","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300024814","close match","molds (shaping equipment)",,NULL
"dime.find.tool.pipe","ny","Pibe",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300248067","exact match","pipes (smoking equipment)",,NULL
"dime.find.tool.pipe.mount","ny","Pibebeslag",,,"dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300248067","close match","pipes (smoking equipment)",,NULL
"dime.find.tool.pliars","dime.find.subtype.tool.work.pliars","Tang",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300024748","exact match","TONGS (DEVICES)",,NULL
"dime.find.tool.plug","ny","Klinkeprop",,,"dime.period.historic","dime.material.lead",,,"http://vocab.getty.edu/aat/300011022","close match","LEAD (METAL)",,NULL
"dime.find.tool.punch","ny","Punsel",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300024790","exact match","punches (marking tools)",,NULL
"dime.find.tool.rivet","ny","Nitte",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300036425","exact match","rivets",,NULL
"dime.find.tool.scale","dime.find.subtype.tool.measure.scale","Vægt",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300195708","exact match","WEIGHING DEVICES",,NULL
"dime.find.tool.scissors","dime.find.subtype.tool.house.scissors;dime.find.subtype.tool.textile.scissors","Saks",,,"dime.period.undated","dime.material.iron",,,"http://vocab.getty.edu/aat/300023459","exact match","SCISSORS",,NULL
"dime.find.tool.screw","ny","Skrue",,,"dime.period.modern","dime.material.iron",,,"http://vocab.getty.edu/aat/300033568","exact match","screws",,NULL
"dime.find.tool.sickle","dime.find.subtype.tool.work.sickle","Le",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300264860","exact match","SICKLES",,NULL
"dime.find.tool.sled","ny","Del af slæde",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300216402","close match","sleds",,NULL
"dime.find.tool.spigot","ny","Taphane",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300197240","exact match","spigots",,NULL
"dime.find.tool.spoon","ny","Ske",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300197240","exact match","spoons",,NULL
"dime.find.tool.staple","ny","Krampe",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300048934","exact match","staple nails",,NULL
"dime.find.tool.stylos","dime.find.subtype.tool.writing.stylus","Stylos","1067","1800","dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300022483","exact match","STYLUSES (WRITING EQUIPMENT)",,NULL
"dime.find.tool.textile","dime.find.subtype.tool.textile;dime.find.subtype.tool.textile.unknown","Tekstilredskab",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300163224","exact match","TEXTILE WORKING EQUIPMENT",,NULL
"dime.find.tool.textile.crocket_hook","ny","Hæklenål",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300023492","exact match","crochet hooks",,NULL
"dime.find.tool.textile.knitting_needle","ny","Strikkepind",,,"dime.period.historic","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024789","exact match","NEEDLES (PIERCING TOOLS)",,NULL
"dime.find.tool.textile.needle_sheath","dime.find.subtype.tool.textile.case","Nålehylster",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300023451","close match","NEEDLE CASES",,NULL
"dime.find.tool.textile.sewing_needle","dime.find.subtype.tool.textile.needle","Synål",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024789","exact match","NEEDLES (PIERCING TOOLS)",,NULL
"dime.find.tool.textile.spindle_hook","dime.find.subtype.tool.textile.spindlehook","Tenkrog",,,"dime.period.medieval","dime.material.copperalloy",,,"http://vocab.getty.edu/aat/300163224","close match","TEXTILE WORKING EQUIPMENT",,NULL
"dime.find.tool.textile.spindle_whorl","dime.find.subtype.tool.textile.whorl","Tenvægt",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300263796","exact match","WHORLS (SPINDLE FLYWHEELS)",,NULL
"dime.find.tool.textile.thimble","dime.find.subtype.tool.textile.thimble","Fingerbøl",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300247551","exact match","THIMBLES",,NULL
"dime.find.tool.toy","dime.find.subtype.tool.toy;dime.find.subtype.tool.toy.other;dime.find.subtype.tool.toy.unknown","Legetøj (inkl. spillerekvisiter)",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211037","close match","TOYS (RECREATIONAL ARTIFACTS)",,NULL
"dime.find.tool.toy.dice","dime.find.subtype.tool.toy.dice","Terning",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211084","exact match","DICE",,NULL
"dime.find.tool.toy.game_piece","dime.find.subtype.tool.toy.counter","Spillebrik",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211101","exact match","GAME PIECES (GAME ELEMENTS)",,NULL
"dime.find.tool.toy.miniature","ny","Legetøj · Miniaturegenstand",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211037","close match","toys (recreational artifacts)",,NULL
"dime.find.tool.toy.miniature.car","ny","Legetøjsbil","1890","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211037","close match","toys (recreational artifacts)",,NULL
"dime.find.tool.toy.miniature.tin_soldier","ny","Tinsoldat","1800","2020","dime.period.modern","dime.material.unknown",,,"http://vocab.getty.edu/aat/300211037","close match","TOYS (RECREATIONAL ARTEFACTS)",,NULL
"dime.find.tool.tweezers","dime.find.subtype.tool.toilet.tweezers","Pincet",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300024749","exact match","TWEEZERS",,NULL
"dime.find.tool.vehicle","ny","Del af køretøj (f.eks. bil, trillebør, cykel, vogn)",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300212968","close match","land vehicles",,NULL
"dime.find.tool.vehicle.wagon","ny","Del af hestevogn",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300185335","exact match","CARRIAGES (VEHICLES)",,NULL
"dime.find.tool.vehicle.wagon.decoration","ny","Del af hestevogn, pyntebeslag",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300185335","close match","CARRIAGES (VEHICLES)",,NULL
"dime.find.tool.vehicle.wagon.decoration.box","ny","Pladebeslag til vognkasse",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300227856","close match","land vehicles",,NULL
"dime.find.tool.vehicle.wagon.functional_mount","ny","Del af hestevogn, funktionsbeslag",,,"dime.period.undated","dime.material.unknown",,,"http://vocab.getty.edu/aat/300212968","close match","land vehicles",,NULL
